"id","tipo","estado","so","ga_indice","p_indice","t_indice","pc_indice","pc_metodos","pc_respuesta","pc_activacion","pc_celeridad","pg_indice","pg_mec","pg_formato","pg_actores","pg_func","pg_seg","tc_indice","tcai_indice","tcai_completitud","tcai_claridad","tcai_celeridad","tctp_indice","tctp_google","tctp_buscador","tctp_confiabilidad","tctp_comprensibilidad","tctp_interaccion","tctp_fecha_act","tg_indice","tgda_indice","tgda_accesible","tgda_digital","tgda_leg_maq","tgda_gratuito","tgda_lic_abierta","tgda_formato_abierto","tgda_oportuno","tgda_url","tgda_no_disc","tgda_integral","tgda_interaccion","tgta_indice","tgai_indice","tgai_respuesta","tgai_plazo","tgai_prorroga"
1630,"Autónomo","Sonora","Comisión Estatal de Derechos Humanos",0.602799087,0.41,0.795598174,0.15,0.6,0,0,0,0.67,1,0.66,1,1,0,0.71996347,0.786605784,1,1,0.359817352,0.62,1,0.5,0.25,1,1,0,0.871232877,0,0,0,0,0,0,0,0,0,0,0,0,1,0.952054795,0.993150685,0.869863014,0.993150685
1631,"Autónomo","Sonora","Fiscalía General de Justicia",0.402781597,0.075,0.730563195,0.15,0.6,0,0,0,0,0,0,0,0,0,0.647042821,0.798404702,1,1,0.395214106,0.42,1,0.5,0,1,0,0,0.814083568,0,0,0,0,0,0,0,0,0,0,0,0,0.911764706,0.900923594,0.915617128,0.871536524,0.915617128
1632,"Autónomo","Sonora","Instituto Estatal Electoral y de Participación Ciudadana",0.591359848,0.375,0.807719697,0.75,1,1,0,1,0,0,0,0,0,0,0.743848485,0.766414141,1,0.916666667,0.382575758,0.71,1,1,0.25,1,1,0,0.871590909,0,0,0,0,0,0,0,0,0,0,0,0,0.96969697,0.96780303,0.982954545,0.9375,0.982954545
1633,"Descentralizado","Sonora","DIF",0.433187657,0.1,0.766375313,0.2,0.8,0,0,0,0,0,0,0,0,0,0.646860499,0.824767499,1,1,0.474302496,0.38,1,0,0.25,0,1,0,0.885890127,0,0,0,0,0,0,0,0,0,0,0,0,0.970588235,0.991189427,0.995594714,0.982378855,0.995594714
1634,"Descentralizado","Sonora","Instituto Sonorense de Infraestructura Educativa",0.519356316,0.41,0.628712633,0.82,0.8,1,1,0.5,0,0,0,0,0,0,0.475409836,0.792349727,0.833333333,1,0.543715847,0,0,0,0,0,0,0,0.782015429,0,0,0,0,0,0,0,0,0,0,0,0,0.617647059,0.994535519,1,0.983606557,1
1635,"Ejecutivo","Sonora","Gubernatura",0.351448429,0.1,0.602896857,0.2,0.8,0,0,0,0,0,0,0,0,0,0.451872146,0.753120244,0.833333333,1,0.426027397,0,0,0,0,0,0,0,0.753921569,0,0,0,0,0,0,0,0,0,0,0,0,0.735294118,0.888888889,0.904109589,0.858447489,0.904109589
1636,"Ejecutivo","Sonora","Secretaría de Agricultura, Ganadería, Recursos Hidráulicos, Pesca y Acuacultura",0.510331071,0.2,0.820662142,0.2,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.681794872,0.856324786,1,0.916666667,0.652307692,0.42,1,0.5,0,1,0,0,0.959529412,0.86,0.5,1,1,1,1,1,0,1,1,1,1,0.911764706,1,1,1,1
1637,"Ejecutivo","Sonora","Secretaría de Desarrollo Social",0.538558824,0.31,0.767117647,0.25,1,0,0,0,0.37,1,0.66,1,0,0,0.707111111,0.81851851900000006,0.833333333,1,0.622222222,0.54,1,0,0.25,1,1,0,0.827124183,0,0,0,0,0,0,0,0,0,0,0,0,0.794117647,0.981481481,0.981481481,0.981481481,0.981481481
1638,"Ejecutivo","Sonora","Secretaría de Economía",0.480050867,0.2,0.760101733,0.2,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.726743961,0.764573269,0.833333333,0.916666667,0.543719807,0.67,1,1,0,1,1,0,0.793459506,0.86,0.5,1,1,1,1,1,0,1,1,1,1,0.382352941,0.987922705,0.992753623,0.97826087,0.992753623
1639,"Ejecutivo","Sonora","Secretaría de Educación y Cultura",0.526867433,0.365,0.688734865,0.2,0.8,0,0,0,0.53,1,0.33,0,1,0,0.523842566,0.679737609,0.833333333,0.75,0.455879495,0.29,0,0.5,0.25,1,0,0,0.853627165,0,0,0,0,0,0,0,0,0,0,0,0,0.882352941,0.981535471,0.994169096,0.956268222,0.994169096
1640,"Ejecutivo","Sonora","Secretaría de Gobierno",0.466357059,0.35,0.582714118,0.7,0.8,1,0,1,0,0,0,0,0,0,0.57804,0.656733333,0.833333333,0.75,0.386866667,0.46,0,0.5,0.25,1,1,0,0.587388235,0,0,0,0,0,0,0,0,0,0,0,0,0.735294118,0.611333333,0.624,0.586,0.624
1641,"Ejecutivo","Sonora","Secretaría de Hacienda",0.425166718,0.1,0.750333437,0.2,0.8,0,0,0,0,0,0,0,0,0,0.581957895,0.689929825,0.666666667,0.916666667,0.48645614,0.42,1,1,0.5,0,0,0,0.918708978,0.91,1,1,1,1,1,1,0,1,1,1,1,0.794117647,0.98245614,0.995789474,0.955789474,0.995789474
1642,"Ejecutivo","Sonora","Secretaría de Infraestructura y Desarrollo Urbano",0.389446794,0.125,0.653893589,0.25,1,0,0,0,0,0,0,0,0,0,0.54658427,0.604307116,0.5,0.916666667,0.396254682,0.46,1,0.5,0.25,1,0,0,0.761202908,0,0,0,0,0,0,0,0,0,0,0,0,0.705882353,0.915730337,0.93258427,0.882022472,0.93258427
1643,"Ejecutivo","Sonora","Secretaría de Salud Pública",0.40789335,0.125,0.690786699,0.25,1,0,0,0,0,0,0,0,0,0,0.50541768,0.842362801,0.833333333,1,0.693755069,0,0,0,0,0,0,0,0.876155718,0,0,0,0,0,0,0,0,0,0,0,0,1,0.96025953,0.97080292,0.939172749,0.97080292
1644,"Ejecutivo","Sonora","Secretaría de Seguridad Pública",0.577195073,0.41,0.744390146,0.15,0.6,0,0,0,0.67,1,0.66,1,1,0,0.627794872,0.686324786,0.833333333,0.833333333,0.392307692,0.54,1,0,0.25,1,1,0,0.86098542,0,0,0,0,0,0,0,0,0,0,0,0,0.941176471,0.964387464,1,0.893162393,1
1645,"Ejecutivo","Sonora","Secretaría de la Contraloría General",0.523981982,0.39,0.657963964,0.25,1,0,0,0,0.53,1,0.33,0,1,0,0.602684685,0.697807808,0.75,1,0.343423423,0.46,1,0.5,0.25,1,0,0,0.713243243,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.938738739,0.962162162,0.891891892,0.962162162
1646,"Judicial","Sonora","Poder Judicial",0.425505609,0.1,0.751011219,0.2,0.8,0,0,0,0,0,0,0,0,0,0.777154639,0.795257732,0.833333333,1,0.552439863,0.75,1,0.5,0,1,1,1,0.724867799,0.73,1,1,1,1,1,1,0,1,1,0,0,0.205882353,0.983505155,0.989690722,0.971134021,0.989690722
1647,"Legislativo","Sonora","Congreso Estatal",0.54397954,0.325,0.762959079,0.25,1,0,0,0,0.4,1,1,1,0,0,0.717861893,0.723103154,0.833333333,1,0.33597613,0.71,1,1,0.25,1,1,0,0.808056266,0,0,0,0,0,0,0,0,0,0,0,0,0.794117647,0.94970162,0.971867008,0.905370844,0.971867008
1648,"Legislativo","Sonora","Instituto Superior de Auditoría y Fiscalización",0.761731394,0.835,0.688462787,1,1,1,1,1,0.67,1,0.66,1,1,0,0.526609319,0.684348865,1,0.666666667,0.386379928,0.29,1,0.5,0.25,0,0,0,0.850316256,0,0,0,0,0,0,0,0,0,0,0,0,0.970588235,0.931899642,0.946236559,0.903225806,0.946236559
1649,"Municipio","Sonora","Aconchi",0.338724189,0.5,0.177448378,1,1,1,1,1,0,0,0,0,0,0,0.323038348,0.538397247,0.833333333,0.75,0.031858407,0,0,0,0,0,0,0,0.031858407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053097345,0.053097345,0.053097345,0.053097345
1650,"Municipio","Sonora","Agua Prieta",0.573707547,0.41,0.737415094,0.25,1,0,0,0,0.57,1,0.66,0,1,0,0.58363522,0.719392034,1,0.75,0.408176101,0.38,1,0,0.25,1,0,0,0.891194969,0,0,0,0,0,0,0,0,0,0,0,0,1,0.985324948,1,0.955974843,1
1651,"Municipio","Sonora","Atil",0.266381462,0.1,0.432762923,0.2,0.8,0,0,0,0,0,0,0,0,0,0.407878788,0.67979798,0.833333333,1,0.206060606,0,0,0,0,0,0,0,0.457647059,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.733333333,0.754545455,0.690909091,0.754545455
1652,"Municipio","Sonora","Bacoachi",0.290978593,0.29,0.291957187,0.58,0.8,1,0,0.5,0,0,0,0,0,0,0.418776758,0.697961264,1,1,0.093883792,0,0,0,0,0,0,0,0.165137615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275229358,0.293577982,0.23853211,0.293577982
1653,"Municipio","Sonora","Banámichi",0.522745098,0.41,0.635490196,0.82,0.8,1,1,0.5,0,0,0,0,0,0,0.462156863,0.770261438,0.666666667,1,0.644117647,0,0,0,0,0,0,0,0.808823529,0,0,0,0,0,0,0,0,0,0,0,0,0.735294118,0.980392157,0.990196078,0.960784314,0.990196078
1654,"Municipio","Sonora","Benito Juárez",0.315907563,0.1,0.531815126,0.2,0.8,0,0,0,0,0,0,0,0,0,0.439680672,0.45280112,0.5,0.416666667,0.441736695,0.42,1,0,0.5,1,0,0,0.62394958,0,0,0,0,0,0,0,0,0,0,0,0,0.852941176,0.613445378,0.613445378,0.613445378,0.613445378
1655,"Municipio","Sonora","Cajeme",0.57472418,0.44,0.70944836,0.25,1,0,0,0,0.63,1,0.33,1,1,0,0.558730842,0.544551403,0.666666667,0.583333333,0.383654209,0.58,0,1,0.5,1,1,0,0.860165878,0,0,0,0,0,0,0,0,0,0,0,0,0.911764706,0.977727444,0.993204983,0.946772367,0.993204983
1656,"Municipio","Sonora","General Plutarco Elías Calles",0.37143672,0.05,0.69287344,0.1,0.4,0,0,0,0,0,0,0,0,0,0.508848485,0.848080808,0.833333333,1,0.710909091,0,0,0,0,0,0,0,0.876898396,0,0,0,0,0,0,0,0,0,0,0,0,0.941176471,0.990909091,0.990909091,0.990909091,0.990909091
1657,"Municipio","Sonora","Guaymas",0.596233704,0.41,0.782467409,0.25,1,0,0,0,0.57,1,0.66,0,1,0,0.697351351,0.828918919,1,1,0.486756757,0.5,1,0.5,0.5,1,0,0,0.867583466,0,0,0,0,0,0,0,0,0,0,0,0,0.911764706,0.99009009,0.997297297,0.975675676,0.997297297
1658,"Municipio","Sonora","Hermosillo",0.606264342,0.435,0.777528685,0.2,0.8,0,0,0,0.67,1,0.66,1,1,0,0.674298323,0.790497205,1,1,0.371491615,0.5,1,0.5,0,1,0,0.5,0.880759047,0,0,0,0,0,0,0,0,0,0,0,0,1,0.967931745,0.981465137,0.94086496,0.981465137
1659,"Municipio","Sonora","Huachinera",0.4276475,0.36,0.495295001,0.72,0.4,1,1,0.5,0,0,0,0,0,0,0.305825826,0.50970971,0.333333333,0.666666667,0.529129129,0,0,0,0,0,0,0,0.684764176,0,0,0,0,0,0,0,0,0,0,0,0,0.558823529,0.861861862,0.864864865,0.855855856,0.864864865
1660,"Municipio","Sonora","Huatabampo",0.723909264,0.725,0.722818527,0.52,0.6,1,0,0.5,0.93,1,0.33,1,1,1,0.62714966,0.765249433,0.666666667,1,0.629081633,0.42,1,0,0.5,1,0,0,0.818487395,0,0,0,0,0,0,0,0,0,0,0,0,0.823529412,0.952380952,0.959183673,0.93877551,0.959183673
1661,"Municipio","Sonora","Naco",0.349632562,0.21,0.489265125,0.15,0.6,0,0,0,0.27,1,0.66,0,0,0,0.472421652,0.787369421,1,1,0.362108262,0,0,0,0,0,0,0,0.506108597,0,0,0,0,0,0,0,0,0,0,0,0,0.558823529,0.564102564,0.572649573,0.547008547,0.572649573
1662,"Municipio","Sonora","Navojoa",0.535612144,0.26,0.811224287,0.15,0.6,0,0,0,0.37,1,0.66,1,0,0,0.752188352,0.84031392,1,1,0.52094176,0.62,1,0.5,0.25,1,1,0,0.870260223,0,0,0,0,0,0,0,0,0,0,0,0,1,0.950433705,0.951672862,0.94795539,0.951672862
1663,"Municipio","Sonora","San Luis Río Colorado",0.536507634,0.41,0.663015267,0.15,0.6,0,0,0,0.67,1,0.66,1,1,0,0.480992366,0.801653944,1,1,0.404961832,0,0,0,0,0,0,0,0.845038168,0,0,0,0,0,0,0,0,0,0,0,0,1,0.908396947,0.916030534,0.893129771,0.916030534
1664,"Partido","Sonora","Movimiento Regeneración Nacional",0.419164216,0.375,0.463328431,0.75,1,1,0,1,0,0,0,0,0,0,0.552833333,0.561388889,0.666666667,0.75,0.2675,0.54,1,1,0.25,0,1,0,0.373823529,0,0,0,0,0,0,0,0,0,0,0,0,0.029411765,0.608333333,0.625,0.575,0.625
1665,"Partido","Sonora","Partido Acción Nacional",0.454072008,0.29,0.618144016,0.58,0.8,1,0,0.5,0,0,0,0,0,0,0.424827586,0.708045977,0.833333333,1,0.290804598,0,0,0,0,0,0,0,0.811460446,0,0,0,0,0,0,0,0,0,0,0,0,0.911764706,0.896551724,0.931034483,0.827586207,0.931034483
1666,"Partido","Sonora","Partido Revolucionario Institucional",0.05,0.1,0,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,"Descentralizado","Tabasco","Instituto de Educación para Adultos de Tabasco",0.782140351,0.86,0.704280702,0.75,1,1,0,1,0.97,1,0.66,1,1,1,0.571719298,0.64619883,1,0.5,0.438596491,0.46,0,0.5,0.25,1,1,0,0.836842105,0,0,0,0,0,0,0,0,0,0,0,0,1,0.894736842,0.894736842,0.894736842,0.894736842
1668,"Descentralizado","Tabasco","Secretaría Ejecutiva del Sistema Estatal Anticorrupción",0.522154434,0.265,0.779308869,0.53,0.8,1,0,0.333333333,0,0,0,0,0,0,0.687975535,0.673292559,1,0.5,0.519877676,0.71,1,1,0.25,1,1,0,0.870642202,0,0,0,0,0,0,0,0,0,0,0,0,1,0.951070336,0.990825688,0.889908257,0.972477064
1669,"Descentralizado","Tabasco","Instituto de la Juventud y el Deporte del Estado de Tabasco",0.701274194,0.64,0.762548387,0.95,0.8,1,1,1,0.33,1,0.33,1,0,0,0.631548387,0.639247312,1,0.583333333,0.334408602,0.62,1,0,0.25,1,1,0.5,0.893548387,0,0,0,0,0,0,0,0,0,0,0,0,1,0.989247312,1,0.967741935,1
1670,"Descentralizado","Tabasco","Comisión Estatal de Agua y Saneamiento",0.513067847,0.575,0.451135693,0.82,0.8,1,1,0.5,0.33,1,0.33,1,0,0,0.285457227,0.475762045,0.833333333,0.416666667,0.177286136,0,0,0,0,0,0,0,0.616814159,0,0,0,0,0,0,0,0,0,0,0,0,1,0.528023599,0.557522124,0.469026549,0.557522124
1671,"Descentralizado","Tabasco","Centro de Conciliación Laboral del Estado de Tabasco",0.50078125,0.31,0.6915625,0.62,1,1,0,0.5,0,0,0,0,0,0,0.483125,0.805208333,1,0.75,0.665625,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1672,"Descentralizado","Tabasco","Instituto Estatal de las Mujeres",0.586231884,0.475,0.697463768,0.62,1,1,0,0.5,0.33,1,0.33,1,0,0,0.551449275,0.752415459,1,1,0.257246377,0.25,0,0.5,0,1,0,0,0.843478261,0,0,0,0,0,0,0,0,0,0,0,0,1,0.905797101,0.934782609,0.847826087,0.934782609
1673,"Ejecutivo","Tabasco","Secretaría de Turismo",0.56535119,0.425,0.705702381,0.58,0.8,1,0,0.5,0.27,1,0.66,0,0,0,0.554261905,0.670436508,1,0.75,0.261309524,0.38,0,1,0.25,1,0,0,0.857142857,0,0,0,0,0,0,0,0,0,0,0,0,1,0.928571429,1,0.785714286,1
1674,"Ejecutivo","Tabasco","Secretaría de Cultura",0.576026749,0.5,0.652053498,1,1,1,1,1,0,0,0,0,0,0,0.445390947,0.742318244,1,0.75,0.476954733,0,0,0,0,0,0,0,0.858716049,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.971193416,1,0.913580247,1
1675,"Judicial","Tabasco","Tribunal Electoral de Tabasco",0.47347561,0.325,0.62195122,0.65,0.6,1,0,1,0,0,0,0,0,0,0.412195122,0.68699187,1,0.666666667,0.394308943,0,0,0,0,0,0,0,0.831707317,0,0,0,0,0,0,0,0,0,0,0,0,1,0.886178862,0.975609756,0.804878049,0.87804878
1676,"Municipio","Tabasco","Huimanguillo",0.394853741,0.1,0.689707483,0.2,0.8,0,0,0,0,0,0,0,0,0,0.529755102,0.66292517,0.833333333,0.916666667,0.23877551,0.33,1,0,0,1,0,0,0.849659864,0,0,0,0,0,0,0,0,0,0,0,0,1,0.916099773,0.972789116,0.802721088,0.972789116
1677,"Municipio","Tabasco","Emiliano Zapata",0.309152839,0.075,0.543305678,0.15,0.6,0,0,0,0,0,0,0,0,0,0.395702265,0.379503776,0.5,0.416666667,0.22184466,0.42,1,0,0.5,1,0,0,0.690909091,0,0,0,0,0,0,0,0,0,0,0,0,0.96969697,0.666666667,0.689320388,0.621359223,0.689320388
1678,"Partido","Tabasco","Movimiento Ciudadano",0.215806452,0.1,0.331612903,0.2,0.8,0,0,0,0,0,0,0,0,0,0.3,0.5,1,0.5,0,0,0,0,0,0,0,0,0.363225806,0,0,0,0,0,0,0,0,0,0,0,0,0.677419355,0.266666667,0.4,0,0.4
1679,"Sindicato","Tabasco","Sindicato de Profesores e Investigadores de la Universidad Juárez Autónoma de Tabasco",0.571222222,0.52,0.622444444,0.52,0.6,1,0,0.5,NA,NA,NA,NA,NA,NA,0.344888889,0.574814815,0.833333333,0.5,0.391111111,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1680,"Sindicato","Tabasco","Sindicato de Trabajadores Administrativos y de Intendencia de la Universidad Juárez Autónoma de Tabasco",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1681,"IES","Tabasco","Universidad Intercultural del Estado de Tabasco",0.676233333,0.54,0.812466667,0.25,1,0,0,0,0.83,1,0.33,0,1,1,0.748933333,0.774888889,0.833333333,0.916666667,0.574666667,0.71,1,0.5,0.25,1,1,0.5,0.876,0,0,0,0,0,0,0,0,0,0,0,0,1,0.96,0.96,0.96,0.96
1682,"IES","Tabasco","Universidad Politécnica del Centro",0.289355816,0,0.578711632,0,0,0,0,0,0,0,0,0,0,0,0.565634409,0.662724014,1,0.833333333,0.15483871,0.42,1,0.5,0,1,0,0,0.591788856,0,0,0,0,0,0,0,0,0,0,0,0,0.424242424,0.774193548,0.870967742,0.580645161,0.870967742
1683,"Sindicato","Tabasco","Sindicato Único Independiente de los Trabajadores del Instituto de Seguridad Social del Estado de Tabasco",0.1,0.2,0,0.2,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,"Sindicato","Tabasco","Sindicato Único de Trabajadores del Estado",0.273888889,0.05,0.497777778,0.05,0.2,0,0,0,NA,NA,NA,NA,NA,NA,0.395555556,0.659259259,0.833333333,1,0.144444444,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0.533333333,0.6,0.4,0.6
1685,"IES","Tabasco","Universidad Juárez Autónoma de Tabasco",0.575250358,0.375,0.775500715,0.75,1,1,0,1,0,0,0,0,0,0,0.663876967,0.606461612,0.833333333,0.583333333,0.402718169,0.75,1,1,0.5,1,1,0,0.887124464,0,0,0,0,0,0,0,0,0,0,0,0,1,0.978540773,1,0.939914163,0.995708155
1686,"IES","Tabasco","Universidad Popular de la Chontalpa",0.634897828,0.525,0.744795656,0.75,1,1,0,1,0.3,1,1,0,0,0,0.647503546,0.665839243,1,0.583333333,0.414184397,0.62,1,0.5,0.25,1,1,0,0.842087766,0,0,0,0,0,0,0,0,0,0,0,0,0.90625,0.95035461,1,0.85106383,1
1687,"Autónomo","Tabasco","Comisión Estatal de los Derechos Humanos",0.535639949,0.415,0.656279898,0.83,1,1,1,0.333333333,0,0,0,0,0,0,0.568284987,0.560474979,1,0.5,0.181424936,0.58,1,0.5,0,1,1,0,0.744274809,0,0,0,0,0,0,0,0,0,0,0,0,1,0.740458015,0.770992366,0.679389313,0.770992366
1688,"Autónomo","Tabasco","Fiscalía General",0.50612398,0.31,0.70224796,0.62,1,1,0,0.5,0,0,0,0,0,0,0.528188575,0.766980958,1,0.833333333,0.46760954,0.17,1,0,0,0,0,0,0.876307345,0,0,0,0,0,0,0,0,0,0,0,0,0.964285714,0.978369384,0.996672213,0.941763727,0.996672213
1689,"Autónomo","Tabasco","Instituto Electoral y de Participación Ciudadana",0.39957598,0.1,0.699151961,0.2,0.8,0,0,0,0,0,0,0,0,0,0.526245098,0.68374183,0.833333333,1,0.217892157,0.29,1,0.5,0.25,0,0,0,0.872058824,0,0,0,0,0,0,0,0,0,0,0,0,1,0.953431373,1,0.860294118,1
1690,"Descentralizado","Tabasco","DIF",0.411341564,0.075,0.747683128,0.15,0.6,0,0,0,0,0,0,0,0,0,0.607711934,0.59951989000000006,1,0.5,0.298559671,0.62,1,0,0.25,1,1,0.5,0.887654321,0,0,0,0,0,0,0,0,0,0,0,0,1,0.979423868,1,0.938271605,1
1691,"Descentralizado","Tabasco","Instituto Tabasqueño de la Infraestructura Física Educativa",0.476422043,0.44,0.512844086,0.65,0.6,1,0,1,0.23,1,0.33,0,0,0,0.476333333,0.680555556,1,0.916666667,0.125,0.17,1,0,0,0,0,0,0.549354839,0,0,0,0,0,0,0,0,0,0,0,0,0.064516129,0.883333333,1,0.65,1
1692,"Ejecutivo","Tabasco","Secretaria de Bienestar, Sustentabilidad y Cambio Climático",0.450633598,0.125,0.776267196,0.25,1,0,0,0,0,0,0,0,0,0,0.689518519,0.735864198,1,0.666666667,0.540925926,0.62,1,0,0.25,1,1,0.5,0.863015873,0,0,0,0,0,0,0,0,0,0,0,0,0.928571429,0.974074074,0.988888889,0.944444444,0.988888889
1693,"Ejecutivo","Tabasco","Secretaría de Desarrollo Agropecuario, Forestal y Pesca",0.516697917,0.29,0.743395833,0.25,1,0,0,0,0.33,1,0.33,1,0,0,0.596166667,0.740277778,1,0.75,0.470833333,0.38,1,1,0.25,0,0,0,0.890625,0,0,0,0,0,0,0,0,0,0,0,0,1,0.984375,1,0.953125,1
1694,"Ejecutivo","Tabasco","Secretaría de Educación",0.788275182,0.905,0.671550363,0.88,1,1,1,0.5,0.93,1,0.33,1,1,1,0.481106957,0.548511596,1,0.416666667,0.22886812,0.38,1,0,0.25,1,0,0,0.861993769,0,0,0,0,0,0,0,0,0,0,0,0,1,0.936656282,0.987538941,0.838006231,0.984423676
1695,"Ejecutivo","Tabasco","Secretaría de Finanzas",0.419416145,0.125,0.713832289,0.25,1,0,0,0,0,0,0,0,0,0,0.549626493,0.556044155,0.833333333,0.416666667,0.418132465,0.54,1,1,0.25,1,0,0,0.878038086,0,0,0,0,0,0,0,0,0,0,0,0,0.961538462,0.982627579,0.996742671,0.954397394,0.996742671
1696,"Ejecutivo","Tabasco","Secretaría de Gobierno",0.652230024,0.54,0.764460048,0.75,1,1,0,1,0.33,1,0.33,1,0,0,0.635699758,0.646166263,1,0.333333333,0.605165456,0.62,1,0.5,0.25,1,1,0,0.893220339,0,0,0,0,0,0,0,0,0,0,0,0,1,0.988700565,1,0.978208232,0.98789346199999994
1697,"Ejecutivo","Tabasco","Secretaría de Ordenamiento Territorial y Obras Públicas",0.480088633,0.29,0.670177266,0.58,1,1,0,0.333333333,0,0,0,0,0,0,0.52927619,0.662126984,0.833333333,0.75,0.403047619,0.33,0,1,0,1,0,0,0.811078341,0,0,0,0,0,0,0,0,0,0,0,0,0.806451613,0.948571429,0.977142857,0.891428571,0.977142857
1698,"Ejecutivo","Tabasco","Secretaría de Salud",0.470396134,0.29,0.650792267,0.58,1,1,0,0.333333333,0,0,0,0,0,0,0.489599291,0.455998818,0.666666667,0.5,0.201329787,0.54,1,0,0.25,1,1,0,0.811985244,0,0,0,0,0,0,0,0,0,0,0,0,0.838709677,0.933953901,0.997340426,0.817819149,0.986702128
1699,"Ejecutivo","Tabasco","Secretaría de Seguridad y Protección Ciudadana",0.650279287,0.555,0.745558574,0.58,1,1,0,0.333333333,0.53,1,0.33,0,1,0,0.624436658,0.680727763,0.833333333,0.75,0.458849955,0.54,1,1,0.25,1,0,0,0.866680489,0,0,0,0,0,0,0,0,0,0,0,0,0.923076923,0.982929021,0.997304582,0.956873315,0.994609164
1700,"Ejecutivo","Tabasco","Secretaría de la Función Pública",0.454586127,0.29,0.619172254,0.25,1,0,0,0,0.33,1,0.33,1,0,0,0.382013072,0.636688453,1,0.5,0.410065359,0,0,0,0,0,0,0,0.856331436,0,0,0,0,0,0,0,0,0,0,0,0,0.935483871,0.959477124,1,0.941176471,0.937254902
1701,"Ejecutivo","Tabasco","Secretaría para el Desarrollo Económico y la Competitividad",0.374211477,0.1,0.648422953,0.2,0.8,0,0,0,0,0,0,0,0,0,0.485168539,0.641947566,0.833333333,0.666666667,0.425842697,0.25,0,1,0.5,0,0,0,0.811677368,0,0,0,0,0,0,0,0,0,0,0,0,0.892857143,0.906367041,0.921348315,0.876404494,0.921348315
1702,"Judicial","Tabasco","Tribunal Superior de Justicia",0.578942347,0.44,0.717884695,0.25,1,0,0,0,0.63,1,0.33,1,1,0,0.619489362,0.619148936,1,0.666666667,0.190780142,0.62,1,0.5,0.25,1,1,0,0.816280027,0,0,0,0,0,0,0,0,0,0,0,0,0.967741935,0.876595745,0.995744681,0.876595745,0.757446809
1703,"Legislativo","Tabasco","Congreso Estatal",0.391166667,0.1,0.682333333,0.2,0.8,0,0,0,0,0,0,0,0,0,0.526039216,0.516732026,1,0.166666667,0.383529412,0.54,1,1,0.25,0,1,0,0.838627451,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.947712418,0.984313725,0.874509804,0.984313725
1704,"Legislativo","Tabasco","Órgano Superior de Fiscalización",0.485330067,0.29,0.680660133,0.25,1,0,0,0,0.33,1,0.33,1,0,0,0.503459916,0.505766526,0.666666667,0.333333333,0.517299578,0.5,1,0.5,0.5,1,0,0,0.857860351,0,0,0,0,0,0,0,0,0,0,0,0,0.935483871,0.962025316,0.974683544,0.936708861,0.974683544
1705,"Municipio","Tabasco","Balancán",0.41669697,0.125,0.708393939,0.25,1,0,0,0,0,0,0,0,0,0,0.593411255,0.709018759,1,0.75,0.377056277,0.42,1,0,0.5,1,0,0,0.823376623,0,0,0,0,0,0,0,0,0,0,0,0,1,0.872294372,0.935064935,0.863636364,0.818181818
1706,"Municipio","Tabasco","Centla",0.544618128,0.415,0.674236256,0.2,0.8,0,0,0,0.63,1,0.33,1,1,0,0.554908555,0.564847591,1,0.416666667,0.277876106,0.54,1,0,0.25,1,1,0,0.793563958,0,0,0,0,0,0,0,0,0,0,0,0,0.96969697,0.837758112,0.907079646,0.699115044,0.907079646
1707,"Municipio","Tabasco","Centro",0.676726733,0.53,0.823453466,0.53,0.8,1,0,0.333333333,0.53,1,0.33,0,1,0,0.779970304,0.799950507,1,0.833333333,0.566518189,0.75,1,1,0,1,1,0.5,0.866936627,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909,0.990348924,1,0.971046771,1
1708,"Municipio","Tabasco","Comalcalco",0.60579979,0.515,0.696599581,0.7,0.8,1,0,1,0.33,1,0.33,1,0,0,0.523387841,0.592313068,0.833333333,0.5,0.44360587,0.42,1,0,0.5,1,0,0,0.869811321,0,0,0,0,0,0,0,0,0,0,0,0,1,0.949685535,0.968553459,0.911949686,0.968553459
