"id","tipo","estado","so","ga_indice","p_indice","t_indice","pc_indice","pc_metodos","pc_respuesta","pc_activacion","pc_celeridad","pg_indice","pg_mec","pg_formato","pg_actores","pg_func","pg_seg","tc_indice","tcai_indice","tcai_completitud","tcai_claridad","tcai_celeridad","tctp_indice","tctp_google","tctp_buscador","tctp_confiabilidad","tctp_comprensibilidad","tctp_interaccion","tctp_fecha_act","tg_indice","tgda_indice","tgda_accesible","tgda_digital","tgda_leg_maq","tgda_gratuito","tgda_lic_abierta","tgda_formato_abierto","tgda_oportuno","tgda_url","tgda_no_disc","tgda_integral","tgda_interaccion","tgta_indice","tgai_indice","tgai_respuesta","tgai_plazo","tgai_prorroga"
1709,"Municipio","Tabasco","Cunduacán",0.393710526,0.1,0.687421053,0.2,0.8,0,0,0,0,0,0,0,0,0,0.505368421,0.588947368,1,0.5,0.266842105,0.38,1,0,0.25,1,0,0,0.869473684,0,0,0,0,0,0,0,0,0,0,0,0,1,0.949122807,1,0.847368421,1
1710,"Municipio","Tabasco","Cárdenas",0.549217904,0.485,0.613435808,0.6,0.4,1,0,1,0.37,1,0.66,1,0,0,0.506122137,0.590203562,0.833333333,0.75,0.187277354,0.38,1,0,0.25,1,0,0,0.72074948,0,0,0,0,0,0,0,0,0,0,0,0,0.939393939,0.731552163,0.790076336,0.690839695,0.713740458
1711,"Municipio","Tabasco","Jalapa",0.553789661,0.405,0.702579323,0.58,1,1,0,0.333333333,0.23,1,0.33,0,0,0,0.537137255,0.728562092,0.833333333,0.75,0.602352941,0.25,1,0,0.5,0,0,0,0.86802139,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909,0.99215686299999994,0.994117647,0.988235294,0.994117647
1712,"Municipio","Tabasco","Jalpa de Méndez",0.559033333,0.38,0.738066667,0.76,0.8,1,1,0.25,0,0,0,0,0,0,0.606990476,0.704984127,1,0.583333333,0.531619048,0.46,1,0.5,0.25,1,0,0,0.869142857,0,0,0,0,0,0,0,0,0,0,0,0,1,0.948571429,0.96,0.925714286,0.96
1713,"Municipio","Tabasco","Jonuta",0.477715939,0.425,0.530431878,0.85,0.4,1,1,1,0,0,0,0,0,0,0.342467192,0.570778653,1,0.5,0.212335958,0,0,0,0,0,0,0,0.718396564,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909,0.742782152,0.771653543,0.68503937,0.771653543
1714,"Municipio","Tabasco","Macuspana",0.543176024,0.36,0.726352048,0.15,0.6,0,0,0,0.57,1,0.66,0,1,0,0.587634798,0.672724663,0.833333333,0.666666667,0.518173988,0.46,1,0.5,0.25,1,0,0,0.865069298,0,0,0,0,0,0,0,0,0,0,0,0,0.96969697,0.956933678,0.984496124,0.943152455,0.943152455
1715,"Municipio","Tabasco","Nacajuca",0.37239308,0.125,0.619786159,0.25,1,0,0,0,0,0,0,0,0,0,0.398888889,0.664814815,1,0.75,0.244444444,0,0,0,0,0,0,0,0.84068343,0,0,0,0,0,0,0,0,0,0,0,0,0.939393939,0.93144208,0.992907801,0.808510638,0.992907801
1716,"Municipio","Tabasco","Paraíso",0.494400104,0.39,0.598800207,0.25,1,0,0,0,0.53,1,0.33,0,1,0,0.347308489,0.578847481,0.666666667,0.916666667,0.15320911,0,0,0,0,0,0,0,0.850291925,0.77,0.5,1,1,1,1,1,1,1,1,0,0,1,0.788819876,0.850931677,0.664596273,0.850931677
1717,"Municipio","Tabasco","Tacotalpa",0.530569206,0.44,0.621138411,0.65,0.6,1,0,1,0.23,1,0.33,0,0,0,0.391171171,0.651951952,1,0.416666667,0.539189189,0,0,0,0,0,0,0,0.851105651,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909,0.963963964,0.972972973,0.945945946,0.972972973
1718,"Municipio","Tabasco","Teapa",0.291897661,0.125,0.458795322,0.25,1,0,0,0,0,0,0,0,0,0,0.318175439,0.416959064,0.666666667,0.5,0.084210526,0.17,1,0,0,0,0,0,0.599415205,0,0,0,0,0,0,0,0,0,0,0,0,1,0.499025341,0.584795322,0.567251462,0.34502924
1719,"Municipio","Tabasco","Tenosique",0.532720058,0.365,0.700440115,0.1,0.4,0,0,0,0.63,1,0.33,1,1,0,0.542005772,0.736676287,1,0.75,0.46002886,0.25,1,0,0.5,0,0,0,0.858874459,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909,0.976911977,0.995670996,0.943722944,0.991341991
1720,"Partido","Tabasco","Movimiento Regeneración Nacional",0.352759158,0.075,0.630518315,0.15,0.6,0,0,0,0,0,0,0,0,0,0.457190476,0.401984127,0.666666667,0.25,0.289285714,0.54,1,0.5,0.25,1,0,0.5,0.803846154,0,0,0,0,0,0,0,0,0,0,0,0,0.846153846,0.916666667,1,0.75,1
1721,"Partido","Tabasco","Partido Revolucionario Institucional",0.321194259,0.025,0.617388517,0.05,0.2,0,0,0,0,0,0,0,0,0,0.440128205,0.733547009,1,0.875,0.325641026,0,0,0,0,0,0,0,0.794648829,0,0,0,0,0,0,0,0,0,0,0,0,0.956521739,0.846153846,1,0.615384615,0.923076923
1722,"Descentralizado","Tamaulipas","Instituto de la Juventud de Tamaulipas",0.457265152,0.265,0.649530303,0.53,0.8,1,0,0.333333333,0,0,0,0,0,0,0.47169697,0.532828283,0.666666667,0.75,0.181818182,0.38,1,0,0.25,1,0,0,0.827363636,0.91,1,1,1,1,1,1,0,1,1,1,1,1,0.727272727,0.909090909,0.363636364,0.909090909
1723,"Descentralizado","Tamaulipas","Secretaría Ejecutiva del Sistema Estatal Anticorrupción de Tamaulipas",0.455935429,0.125,0.786870859,0.25,1,0,0,0,0,0,0,0,0,0,0.644607843,0.741013072,1,1,0.223039216,0.5,1,0,0,1,1,0,0.929133874,0.91,1,1,1,1,1,1,0,1,1,1,1,0.931034483,0.931372549,1,0.794117647,1
1724,"Descentralizado","Tamaulipas","Instituto del Deporte de Tamaulipas",0.573954023,0.375,0.772908046,0.75,1,1,0,1,0,0,0,0,0,0,0.587402299,0.759003831,0.833333333,1,0.443678161,0.33,1,0,0,1,0,0,0.958413793,0.86,0.5,1,1,1,1,1,0,1,1,1,1,1,0.954022989,1,0.862068966,1
1725,"Descentralizado","Tamaulipas","Comisión Estatal del Agua de Tamaulipas",0.537055556,0.375,0.699111111,0.48,0.4,1,0,0.5,0.27,1,0.66,0,0,0,0.431269841,0.718783069,0.833333333,0.75,0.573015873,0,0,0,0,0,0,0,0.966952381,0.86,0.5,1,1,1,1,1,0,1,1,1,1,1,0.968253968,1,0.904761905,1
1726,"Descentralizado","Tamaulipas","Centro de Conciliación Laboral del Estado de Tamaulipas",0.436978992,0.2,0.673957983,0.2,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.672705882,0.707843137,1,1,0.123529412,0.62,1,0.5,0.25,1,1,0,0.675210084,0,0,0,0,0,0,0,0,0,0,0,0,0.642857143,0.803921569,1,0.411764706,1
1727,"Descentralizado","Tamaulipas","Instituto de las Mujeres en Tamaulipas",0.411436275,0.35,0.472872549,0.7,0.8,1,0,1,0,0,0,0,0,0,0.41945098,0.479084967,0.333333333,1,0.103921569,0.33,1,0,0,1,0,0,0.526294118,0.91,1,1,1,1,1,1,0,1,1,1,1,1,0.225490196,0.235294118,0.205882353,0.235294118
1728,"Ejecutivo","Tamaulipas","Secretaría de Turismo",0.582557692,0.405,0.760115385,0.81,1,1,1,0.25,0,0,0,0,0,0,0.567692308,0.612820513,0.666666667,0.833333333,0.338461538,0.5,1,1,0,1,0,0,0.952538462,0.91,1,1,1,1,1,1,0,1,1,1,1,1,0.935897436,1,0.807692308,1
1729,"Ejecutivo","Tamaulipas","Secretaría de Trabajo",0.335091772,0.1,0.570183544,0.2,0.8,0,0,0,0,0,0,0,0,0,0.353670886,0.589451477,0.666666667,0.833333333,0.26835443,0,0,0,0,0,0,0,0.786696203,0.91,1,1,1,1,1,1,0,1,1,1,1,0.8,0.759493671,0.886075949,0.518987342,0.873417722
1730,"Judicial","Tamaulipas","Tribunal Electoral de Tamaulipas",0.694207317,0.78,0.608414634,0.78,0.8,1,1,0.333333333,NA,NA,NA,NA,NA,NA,0.443658537,0.739430894,1,1,0.218292683,0,0,0,0,0,0,0,0.773170732,0,0,0,0,0,0,0,0,0,0,0,0,1,0.788617886,0.987804878,0.390243902,0.987804878
1731,"Municipio","Tamaulipas","Reynosa",0.677216374,0.625,0.729432749,0.62,1,1,0,0.5,0.63,1,0.33,1,1,0,0.617929825,0.669883041,0.833333333,0.75,0.426315789,0.54,1,0,0.25,1,1,0,0.840935673,0,0,0,0,0,0,0,0,0,0,0,0,1,0.901559454,0.979532164,0.766081871,0.959064327
1732,"Municipio","Tamaulipas","El Mante",0.419581395,0.21,0.629162791,0.15,0.6,0,0,0,0.27,1,0.66,0,0,0,0.458325581,0.570542636,0.833333333,0.666666667,0.211627907,0.29,0,0.5,0.25,1,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.833333333,1,0.5,1
1733,"Municipio","Tamaulipas","Valle Hermoso",0.469619837,0.71,0.229239675,0.75,1,1,0,1,0.67,1,0.66,1,1,0,0.370744681,0.617907801,0.833333333,1,0.020390071,0,0,0,0,0,0,0,0.087734668,0,0,0,0,0,0,0,0,0,0,0,0,0.147058824,0.072695035,0.095744681,0.037234043,0.085106383
1734,"Municipio","Tamaulipas","San Fernando",0.376963773,0.385,0.368927547,0.1,0.4,0,0,0,0.67,1,0.66,1,1,0,0.49402439,0.49004065,0.5,0.916666667,0.053455285,0.5,1,1,0,1,0,0,0.243830703,0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0.347560976,0.75,0.12804878,0.164634146
1735,"Municipio","Tamaulipas","González",0.433228121,0.24,0.626456241,0.48,0.6,1,0,0.333333333,0,0,0,0,0,0,0.47902439,0.631707317,0.833333333,0.833333333,0.228455285,0.25,1,0,0.5,0,0,0,0.773888092,0,0,0,0,0,0,0,0,0,0,0,0,0.823529412,0.87804878,0.975609756,0.682926829,0.975609756
1736,"Municipio","Tamaulipas","Aldama",0.292678599,0.125,0.460357197,0.25,1,0,0,0,0,0,0,0,0,0,0.407080103,0.678466839,1,1,0.035400517,0,0,0,0,0,0,0,0.513634291,0,0,0,0,0,0,0,0,0,0,0,0,0.352941176,0.679586563,0.992248062,0.054263566,0.992248062
1737,"Municipio","Tamaulipas","Tula",0.33428528,0.1,0.568570561,0.2,0.8,0,0,0,0,0,0,0,0,0,0.552798122,0.701330203,1,1,0.10399061,0.33,1,0,0.5,0,0,0.5,0.584342999,0.86,0.5,1,1,1,1,1,0,1,1,1,1,0.647058824,0.507042254,0.647887324,0.225352113,0.647887324
1738,"Partido","Tamaulipas","Movimiento Ciudadano",0.382454545,0.23,0.534909091,0.46,0.6,1,0,0.25,0,0,0,0,0,0,0.480727273,0.687878788,0.833333333,1,0.23030303,0.17,1,0,0,0,0,0,0.589090909,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,0.848484848,1,0.545454545,1
1739,"Fideicomiso","Tamaulipas","Fideicomiso Fondo de Financiamiento para el Emprendedor Tamaulipeco",0.1625,0.325,0,0.65,0.6,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1740,"Fideicomiso","Tamaulipas","Fideicomiso Fondo de Garantía y Fomento a la Microindustria del Estado de Tamaulipas",0.410541667,0,0.821083333,0,0,0,0,0,0,0,0,0,0,0,0.742166667,0.956944444,1,1,0.870833333,0.42,1,1,0.5,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1741,"IES","Tamaulipas","Universidad de Seguridad y Justicia de Tamaulipas",0.725093414,0.7,0.750186828,0.7,0.8,1,0,1,NA,NA,NA,NA,NA,NA,0.651583333,0.865972222,1,1,0.597916667,0.33,1,0,0,1,0,0,0.848790323,0,0,0,0,0,0,0,0,0,0,0,0,0.870967742,0.979166667,1,0.9375,1
1742,"IES","Tamaulipas","Universidad Politécnica de Altamira",0.223909091,0.25,0.197818182,0.25,1,0,0,0,NA,NA,NA,NA,NA,NA,0.132,0,0,0,0,0.33,1,0,0,1,0,0,0.263636364,0,0,0,0,0,0,0,0,0,0,0,0,0.878787879,0,0,0,0
1743,"Fideicomiso","Tamaulipas","Fideicomiso del Centro Histórico de Matamoros",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,"Sindicato","Tamaulipas","Sindicato Nacional de los Trabajadores de la Educación de Tamaulipas",0.3725,0.6,0.145,0.6,0.4,1,0,1,NA,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,0.29,0,0.5,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
1745,"Sindicato","Tamaulipas","Sindicato Único de Trabajadores al Servicio de los Poderes del Estado de Tamaulipas y Organismo Públicos Descentralizados",0.304520833,0.05,0.559041667,0.05,0.2,0,0,0,NA,NA,NA,NA,NA,NA,0.409333333,0.682222222,0.666666667,0.916666667,0.463333333,0,0,0,0,0,0,0,0.70875,0,0,0,0,0,0,0,0,0,0,0,0,0.5625,0.9,0.9,0.9,0.9
1746,"IES","Tamaulipas","Universidad Autónoma de Tamaulipas",0.521489946,0.5,0.542979893,1,1,1,1,1,0,0,0,0,0,0,0.354543524,0.590905874,0.666666667,0.75,0.356050955,0,0,0,0,0,0,0,0.731416261,0,0,0,0,0,0,0,0,0,0,0,0,0.735294118,0.851380042,0.929936306,0.76433121,0.859872611
1747,"IES","Tamaulipas","Universidad Tecnológica de Matamoros",0.490909982,0.5,0.481819964,1,1,1,1,1,0,0,0,0,0,0,0.598666667,0.611111111,0.833333333,1,0,0.58,1,1,0.5,1,0,0,0.364973262,0,0,0,0,0,0,0,0,0,0,0,0,0.852941176,0.181818182,0.272727273,0,0.272727273
1748,"Sindicato","Tamaulipas","Sindicato Único de Trabajadores de la Universidad Autónoma de Tamaulipas",0.1045,0.125,0.084,0.25,1,0,0,0,0,0,0,0,0,0,0.168,0,0,0,0,0.42,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,"Autónomo","Tamaulipas","Comisión de Derechos Humanos del Estado de Tamaulipas",0.561980596,0.475,0.648961193,0.95,0.8,1,1,1,0,0,0,0,0,0,0.545777778,0.62962963,0.666666667,1,0.222222222,0.42,1,0.5,0,1,0,0,0.752144608,0,0,0,0,0,0,0,0,0,0,0,0,0.941176471,0.782986111,0.96875,0.411458333,0.96875
1750,"Autónomo","Tamaulipas","Fiscalía General de Justicia",0.664538,0.6,0.729075999,0.2,0.8,0,0,0,1,1,1,1,1,1,0.629913713,0.689856189,1,0.916666667,0.1529019,0.54,1,0,0.25,1,1,0,0.828238285,0.91,1,1,1,1,1,1,0,1,1,1,1,0.852941176,0.802259887,0.996918336,0.48844376,0.921417565
1751,"Autónomo","Tamaulipas","Instituto Electoral de Tamaulipas",0.460143429,0.125,0.795286859,0.25,1,0,0,0,0,0,0,0,0,0,0.727641026,0.826068376,1,0.916666667,0.561538462,0.58,1,1,0.5,0,1,0,0.862932692,0,0,0,0,0,0,0,0,0,0,0,0,0.96875,0.953846154,1,0.861538462,1
1752,"Descentralizado","Tamaulipas","DIF",0.648581232,0.69,0.607162465,0.75,1,1,0,1,0.63,1,0.33,1,1,0,0.630039216,0.576732026,0.666666667,0.666666667,0.396862745,0.71,1,1,0.25,1,1,0,0.584285714,0,0,0,0,0,0,0,0,0,0,0,0,0.214285714,0.866666667,0.941176471,0.717647059,0.941176471
1753,"Descentralizado","Tamaulipas","Instituto Tamaulipeco de Infraestructura Física Educativa",0.355815508,0.125,0.586631016,0.25,1,0,0,0,0,0,0,0,0,0,0.418181818,0.696969697,1,1,0.090909091,0,0,0,0,0,0,0,0.755080214,0,0,0,0,0,0,0,0,0,0,0,0,0.941176471,0.787878788,0.909090909,0.545454545,0.909090909
1754,"Ejecutivo","Tamaulipas","Contraloría Gubernamental",0.420824484,0.2,0.641648968,0.2,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.475333333,0.572222222,0.666666667,0.75,0.3,0.33,1,0,0,1,0,0,0.807964602,0,0,0,0,0,0,0,0,0,0,0,0,1,0.84660767,0.982300885,0.628318584,0.92920354
1755,"Ejecutivo","Tamaulipas","Oficinas del Gobernador",0.430534525,0.325,0.536069049,0.05,0.2,0,0,0,0.6,1,1,0,1,0,0.36889763800000003,0.614829396,0.666666667,0.75,0.427821522,0,0,0,0,0,0,0,0.70324046,0,0,0,0,0,0,0,0,0,0,0,0,0.653846154,0.845144357,0.937007874,0.669291339,0.929133858
1756,"Ejecutivo","Tamaulipas","Secretaría General de Gobierno",0.501320789,0.29,0.712641577,0.58,0.8,1,0,0.5,0,0,0,0,0,0,0.762129032,0.743548387,1,0.75,0.480645161,0.79,1,1,0.25,1,1,0.5,0.663154122,0,0,0,0,0,0,0,0,0,0,0,0,0.481481481,0.864516129,0.906451613,0.780645161,0.906451613
1757,"Ejecutivo","Tamaulipas","Secretaría de Bienestar Social",0.7219759,0.6,0.8439518,0.53,0.8,1,0,0.333333333,0.67,1,0.66,1,1,0,0.741886179,0.763143631,0.833333333,0.916666667,0.539430894,0.71,1,1,0.25,1,1,0,0.946017422,0.86,0.5,1,1,1,1,1,0,1,1,1,1,0.964285714,0.951219512,0.987804878,0.890243902,0.975609756
1758,"Ejecutivo","Tamaulipas","Secretaría de Desarrollo Económico",0.39664899,0.1,0.69329798,0.2,0.8,0,0,0,0,0,0,0,0,0,0.580030303,0.746717172,0.833333333,0.75,0.656818182,0.33,1,0,0,1,0,0,0.806565657,0,0,0,0,0,0,0,0,0,0,0,0,0.703703704,0.992424242,1,0.977272727,1
1759,"Ejecutivo","Tamaulipas","Secretaría de Desarrollo Rural",0.711869919,0.615,0.808739837,0.53,0.8,1,0,0.333333333,0.7,1,1,1,1,0,0.665626016,0.802710027,0.833333333,1,0.574796748,0.46,1,0.5,0.25,1,0,0,0.951853659,0.86,0.5,1,1,1,1,1,0,1,1,1,1,1,0.943089431,1,0.829268293,1
1760,"Ejecutivo","Tamaulipas","Secretaría de Educación",0.477654472,0.41,0.545308943,0.25,1,0,0,0,0.57,1,0.66,0,1,0,0.407934959,0.426558266,0.833333333,0.333333333,0.11300813,0.38,1,0,0.25,1,0,0,0.682682927,0.86,0.5,1,1,1,1,1,0,1,1,1,1,0.68,0.654471545,0.847560976,0.292682927,0.823170732
1761,"Ejecutivo","Tamaulipas","Secretaría de Finanzas",0.397315359,0.1,0.694630719,0.1,0.4,0,0,0,NA,NA,NA,NA,NA,NA,0.572555556,0.734259259,1,1,0.202777778,0.33,1,0.5,0.5,0,0,0,0.816705882,0.86,0.5,1,1,1,1,1,0,1,1,1,1,0.72,0.857843137,0.985294118,0.607843137,0.980392157
1762,"Ejecutivo","Tamaulipas","Secretaría de Obras Públicas",0.6555,0.65,0.661,0.65,0.6,1,0,1,NA,NA,NA,NA,NA,NA,0.598666667,0.637777778,0.833333333,0.916666667,0.163333333,0.54,1,1,0.25,0,1,0,0.723333333,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.872222222,0.983333333,0.683333333,0.95
1763,"Ejecutivo","Tamaulipas","Secretaría de Salud",0.592641183,0.7,0.485282366,0.7,0.8,1,0,1,NA,NA,NA,NA,NA,NA,0.340506667,0.567511111,0.666666667,0.916666667,0.1192,0,0,0,0,0,0,0,0.630058065,0.91,1,1,1,1,1,1,0,1,1,1,1,0.774193548,0.511333333,0.632,0.27,0.632
1764,"Ejecutivo","Tamaulipas","Secretaría de Seguridad Pública",0.512359477,0.29,0.734718954,0.58,0.8,1,0,0.5,0,0,0,0,0,0,0.62951634,0.602527233,0.666666667,0.666666667,0.474248366,0.67,1,0.5,0.5,1,1,0,0.839921569,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.939869281,0.996078431,0.843137255,0.980392157
1765,"Judicial","Tamaulipas","Tribunal",0.39949005,0.15,0.6489801,0.15,0.6,0,0,0,NA,NA,NA,NA,NA,NA,0.646616915,0.744361526,1,1,0.233084577,0.5,1,0,0,1,1,0,0.651343284,0,0,0,0,0,0,0,0,0,0,0,0,0.566666667,0.802238806,0.947761194,0.552238806,0.906716418
1766,"Legislativo","Tamaulipas","Auditoría Superior",0.628311828,0.62,0.636623656,0.62,1,1,0,0.5,NA,NA,NA,NA,NA,NA,0.548848485,0.661414141,0.666666667,1,0.317575758,0.38,1,0,0.25,1,0,0,0.724398827,0,0,0,0,0,0,0,0,0,0,0,0,0.741935484,0.836363636,0.963636364,0.581818182,0.963636364
1767,"Legislativo","Tamaulipas","Congreso Estatal",0.350351474,0.1,0.600702948,0.2,0.8,0,0,0,0,0,0,0,0,0,0.423446712,0.70574452,0.833333333,1,0.283900227,0,0,0,0,0,0,0,0.777959184,0,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0.829931973,0.972789116,0.544217687,0.972789116
1768,"Municipio","Tamaulipas","Altamira",0.623265488,0.59,0.656530976,0.51,0.8,1,0,0.25,0.67,1,0.66,1,1,0,0.547038855,0.631731425,0.833333333,0.916666667,0.145194274,0.42,1,0,0.5,1,0,0,0.766023096,0,0,0,0,0,0,0,0,0,0,0,0,0.970588235,0.791411043,1,0.435582822,0.938650307
1769,"Municipio","Tamaulipas","Burgos",0.004411765,0,0.008823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017647059,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0
1770,"Municipio","Tamaulipas","Ciudad Madero",0.627746277,0.575,0.680492555,0.58,1,1,0,0.333333333,0.57,1,0.66,0,1,0,0.542696742,0.431161236,0.5,0.5,0.293483709,0.71,1,1,0.25,1,1,0,0.818288368,0,0,0,0,0,0,0,0,0,0,0,0,0.852941176,0.937343358,1,0.827067669,0.984962406
1771,"Municipio","Tamaulipas","Ciudad Victoria",0.425219178,0.125,0.725438356,0.25,1,0,0,0,0,0,0,0,0,0,0.59539726,0.578995434,0.666666667,0.666666667,0.403652968,0.62,1,0,0.25,1,1,0.5,0.855479452,0,0,0,0,0,0,0,0,0,0,0,0,1,0.925799087,1,0.77739726,1
1772,"Municipio","Tamaulipas","Cruillas",0.401742568,0.24,0.563485136,0.48,0.6,1,0,0.333333333,0,0,0,0,0,0,0.435698925,0.726164875,0.666666667,1,0.51182795699999994,0,0,0,0,0,0,0,0.691271347,0,0,0,0,0,0,0,0,0,0,0,0,0.411764706,0.946236559,1,0.838709677,1
1773,"Municipio","Tamaulipas","Llera",0.265612745,0.1,0.43122549,0.2,0.8,0,0,0,0,0,0,0,0,0,0.397280702,0.662134503,0.833333333,1,0.153070175,0,0,0,0,0,0,0,0.465170279,0,0,0,0,0,0,0,0,0,0,0,0,0.147058824,0.701754386,1,0.230263158,0.875
1774,"Municipio","Tamaulipas","Matamoros",0.517796494,0.35,0.685592989,0.7,0.8,1,0,1,0,0,0,0,0,0,0.546141414,0.656902357,0.833333333,0.833333333,0.304040404,0.38,1,0,0.25,1,0,0,0.825044563,0,0,0,0,0,0,0,0,0,0,0,0,0.911764706,0.919191919,1,0.757575758,1
1775,"Municipio","Tamaulipas","Miguel Alemán",0.313515206,0.075,0.552030412,0.15,0.6,0,0,0,0,0,0,0,0,0,0.509823129,0.463038549,0.5,0.833333333,0.055782313,0.58,1,0,0.5,1,1,0,0.594237695,0,0,0,0,0,0,0,0,0,0,0,0,0.470588235,0.755102041,0.979591837,0.306122449,0.979591837
1776,"Municipio","Tamaulipas","Miquihuana",0.29260866,0.1,0.48521732,0.2,0.8,0,0,0,0,0,0,0,0,0,0.528277778,0.600462963,0.833333333,0.916666667,0.051388889,0.42,1,0,0.5,1,0,0,0.442156863,0,0,0,0,0,0,0,0,0,0,0,0,0.029411765,0.722222222,1,0.166666667,1
1777,"Municipio","Tamaulipas","Nuevo Laredo",0.454306851,0.1,0.808613702,0.2,0.8,0,0,0,0,0,0,0,0,0,0.650916808,0.751528014,1,0.916666667,0.337917374,0.5,1,0.5,0.5,1,0,0,0.966310596,0.86,0.5,1,1,1,1,1,0,1,1,1,1,0.970588235,0.981890209,1,0.954159593,0.991511036
1778,"Municipio","Tamaulipas","Río Bravo",0.576760943,0.41,0.743521886,0.15,0.6,0,0,0,0.67,1,0.66,1,1,0,0.545488215,0.742480359,1,0.75,0.477441077,0.25,0,0.5,0,1,0,0,0.941555556,0.86,0.5,1,1,1,1,1,0,1,1,1,1,1,0.925925926,0.98989899,0.797979798,0.98989899
1779,"Municipio","Tamaulipas","San Nicolás",0.439067487,0.325,0.553134975,0.65,0.6,1,0,1,0,0,0,0,0,0,0.334108527,0.556847545,0.5,1,0.170542636,0,0,0,0,0,0,0,0.772161423,0,0,0,0,0,0,0,0,0,0,0,0,0.852941176,0.860465116,1,0.581395349,1
1780,"Municipio","Tamaulipas","Tampico",0.555216863,0.69,0.420433725,0.75,1,1,0,1,0.63,1,0.33,1,1,0,0.338773333,0.564622222,0.666666667,0.916666667,0.110533333,0,0,0,0,0,0,0,0.502094118,0.86,0.5,1,1,1,1,1,0,1,1,1,1,0.117647059,0.634666667,0.836,0.232,0.836
1781,"Municipio","Tamaulipas","Villagrán",0.259418301,0.21,0.308836601,0.15,0.6,0,0,0,0.27,1,0.66,0,0,0,0.403555556,0.672592593,1,1,0.017777778,0,0,0,0,0,0,0,0.214117647,0,0,0,0,0,0,0,0,0,0,0,0,0.647058824,0.033333333,0.033333333,0.033333333,0.033333333
1782,"Municipio","Tamaulipas","Xicoténcatl",0.166746699,0.125,0.208493397,0.25,1,0,0,0,0,0,0,0,0,0,0.4,0.666666667,1,1,0,0,0,0,0,0,0,0,0.016986795,0,0,0,0,0,0,0,0,0,0,0,0,0.029411765,0.013605442,0.020408163,0,0.020408163
1783,"Partido","Tamaulipas","Movimiento Regeneración Nacional",0.26157994,0.025,0.49815987900000003,0.05,0.2,0,0,0,0,0,0,0,0,0,0.414871795,0.691452991,0.833333333,0.75,0.491025641,0,0,0,0,0,0,0,0.581447964,0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0.91025641,1,0.846153846,0.884615385
1784,"Partido","Tamaulipas","Partido Acción Nacional",0.625568627,0.705,0.546137255,0.88,1,1,1,0.5,0.53,1,0.33,0,1,0,0.559333333,0.625555556,0.5,0.916666667,0.46,0.46,1,0.5,0.25,1,0,0,0.532941176,0,0,0,0,0,0,0,0,0,0,0,0,0.176470588,0.8,0.8,0.8,0.8
1785,"Partido","Tamaulipas","Partido Revolucionario Institucional",0.05,0.1,0,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,"Descentralizado","Tlaxcala","Secretaría Ejecutiva del Sistema Estatal Anticorrupción del Estado de Tlaxcala",0.65911942,0.675,0.64323884,0.82,0.8,1,1,0.5,0.53,1,0.33,0,1,0,0.492929293,0.821548822,1,0.916666667,0.547979798,0,0,0,0,0,0,0,0.793548387,0,0,0,0,0,0,0,0,0,0,0,0,0.64516129,1,1,1,1
1787,"Descentralizado","Tlaxcala","Instituto del Deporte de Tlaxcala",0.258042847,0.025,0.491085694,0.05,0.2,0,0,0,0,0,0,0,0,0,0.382716049,0.637860082,0.833333333,1,0.080246914,0,0,0,0,0,0,0,0.599455338,0,0,0,0,0,0,0,0,0,0,0,0,0.911764706,0.543209877,0.62962963,0.37037037,0.62962963
